category,bathrooms,bedrooms,has_photo,price,price_type,square_feet,cityname,latitude,longitude,time
housing/rent/apartment,1.0,1.0,Thumbnail,1415,Monthly,668,Austin,303054.0,-977497.0,1577359751
housing/rent/apartment,1.0,1.0,Thumbnail,1285,Monthly,668,Otras,318666.0,-1023901.0,1577358474
housing/rent/apartment,1.0,1.0,Thumbnail,1260,Monthly,668,Otras,473071.0,-1223404.0,1577358501
housing/rent/apartment,1.0,1.0,Thumbnail,1260,Monthly,668,Austin,303054.0,-977497.0,1577359670
housing/rent/apartment,1.0,1.0,Thumbnail,1125,Monthly,668,Austin,303054.0,-977497.0,1577359819
housing/rent/apartment,1.0,1.0,Thumbnail,1125,Monthly,668,Otras,367434.0,-762257.0,1568747588
housing/rent/apartment,1.0,1.0,Thumbnail,1069,Monthly,668,Otras,350657.0,-789436.0,1577358406
housing/rent/apartment,1.0,1.0,Thumbnail,999,Monthly,668,Otras,404969.0,-869659.0,1577358847
housing/rent/apartment,1.0,1.0,Thumbnail,969,Monthly,668,Otras,331993.0,-971268.0,1577360140
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,668,San Antonio,294624.0,-985253.0,1577358728
housing/rent/apartment,1.0,1.0,Thumbnail,695,Monthly,668,Otras,335600.0,-1018904.0,1577016837
housing/rent/apartment,1.0,1.0,Thumbnail,640,Monthly,668,Otras,304266.0,-891051.0,1577359112
housing/rent/apartment,1.0,1.0,Thumbnail,615,Monthly,668,Otras,415781.0,-836642.0,1568744152
housing/rent/apartment,1.0,1.0,Thumbnail,1295,Monthly,669,Otras,452764.0,-929901.0,1577358704
housing/rent/apartment,1.0,1.0,Thumbnail,1260,Monthly,669,Otras,475161.0,-1226318.0,1577358915
housing/rent/apartment,1.0,1.0,Thumbnail,1230,Monthly,669,Otras,407061.0,-1119048.0,1577358748
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,669,Kansas City,390744.0,-945521.0,1577359202
housing/rent/apartment,1.0,2.0,Thumbnail,1026,Monthly,669,Otras,359907.0,-789074.0,1576666507
housing/rent/apartment,1.0,1.0,Thumbnail,875,Monthly,669,Otras,412562.0,-960404.0,1577359166
housing/rent/apartment,1.0,1.0,Thumbnail,2280,Monthly,670,Otras,423280.0,-710710.0,1568749955
housing/rent/apartment,1.0,1.0,Thumbnail,2250,Monthly,670,Otras,475988.0,-1221507.0,1577359421
housing/rent/apartment,1.0,2.0,Thumbnail,2140,Monthly,670,Los Angeles,340372.0,-1182972.0,1577358445
housing/rent/apartment,1.0,1.0,Yes,1650,Monthly,670,Otras,408876.0,-740499.0,1568782076
housing/rent/apartment,1.0,1.0,Thumbnail,1500,Monthly,670,Denver,397333.0,-1049140.0,1568747550
housing/rent/apartment,1.0,1.0,Yes,1210,Monthly,670,Otras,429833.0,-714574.0,1568771445
housing/rent/apartment,1.0,1.0,Thumbnail,1200,Monthly,670,Denver,397360.0,-1049819.0,1577358685
housing/rent/apartment,1.0,1.0,Thumbnail,1135,Monthly,670,San Antonio,294624.0,-985253.0,1577359586
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,670,Otras,424869.0,-923426.0,1577358985
housing/rent/apartment,1.0,1.0,Thumbnail,1095,Monthly,670,Austin,303054.0,-977497.0,1577359817
housing/rent/apartment,1.0,1.0,Thumbnail,1095,Monthly,670,Austin,303054.0,-977497.0,1577359831
housing/rent/apartment,1.0,1.0,Thumbnail,1089,Monthly,670,Houston,297714.0,-954343.0,1577358260
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,670,Otras,386274.0,-903040.0,1577017154
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,670,Otras,412562.0,-960404.0,1577359912
housing/rent/apartment,1.0,1.0,Thumbnail,890,Monthly,670,Otras,352016.0,-808124.0,1577358694
housing/rent/apartment,1.0,1.0,Yes,870,Monthly,670,Otras,359907.0,-789074.0,1568777086
housing/rent/apartment,1.0,1.0,Thumbnail,830,Monthly,670,Austin,303054.0,-977497.0,1577359691
housing/rent/apartment,1.0,1.0,Thumbnail,829,Monthly,670,Otras,300796.0,-956170.0,1577359258
housing/rent/apartment,1.0,1.0,Thumbnail,775,Monthly,670,Kansas City,390744.0,-945521.0,1577015070
housing/rent/apartment,1.0,1.0,Thumbnail,685,Monthly,670,Dallas,328212.0,-967853.0,1577358893
housing/rent/apartment,1.0,1.0,Thumbnail,615,Monthly,670,Otras,412562.0,-960404.0,1577359161
housing/rent/apartment,1.0,1.0,Thumbnail,560,Monthly,670,Otras,361160.0,-959281.0,1577359658
housing/rent/apartment,1.0,1.0,Thumbnail,400,Monthly,670,Otras,324645.0,-937879.0,1577359021
housing/rent/apartment,1.0,1.0,Thumbnail,2182,Monthly,671,Otras,389016.0,-770508.0,1577305289
housing/rent/apartment,1.0,1.0,Thumbnail,2017,Monthly,671,Austin,303054.0,-977497.0,1577359685
housing/rent/apartment,1.0,2.0,Thumbnail,1778,Monthly,671,Otras,440410.0,-1231254.0,1577358995
housing/rent/apartment,1.0,1.0,Thumbnail,1606,Monthly,671,Otras,389554.0,-773860.0,1577358558
housing/rent/apartment,1.0,1.0,Thumbnail,1436,Monthly,671,Otras,375922.0,-774980.0,1568745514
housing/rent/apartment,1.0,1.0,Thumbnail,1330,Monthly,671,Otras,399478.0,-749117.0,1568775779
housing/rent/apartment,1.0,1.0,Thumbnail,899,Monthly,671,San Antonio,294624.0,-985253.0,1577358757
housing/rent/apartment,1.0,1.0,Thumbnail,899,Monthly,671,San Antonio,294624.0,-985253.0,1577014935
housing/rent/apartment,1.0,1.0,No,769,Monthly,671,Otras,396379.0,-841686.0,1568775315
housing/rent/apartment,1.0,1.0,Thumbnail,2490,Monthly,672,Los Angeles,340998.0,-1183265.0,1568751612
housing/rent/apartment,1.0,1.0,Thumbnail,2250,Monthly,672,Otras,476483.0,-1225296.0,1577358915
housing/rent/apartment,1.0,1.0,Thumbnail,1860,Monthly,672,Austin,303054.0,-977497.0,1577359909
housing/rent/apartment,1.0,2.0,Thumbnail,1690,Monthly,672,Austin,302573.0,-977391.0,1577359763
housing/rent/apartment,1.0,1.0,Thumbnail,1625,Monthly,672,Austin,303054.0,-977497.0,1577359827
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,672,Otras,474696.0,-1221655.0,1577358502
housing/rent/apartment,1.0,1.0,Thumbnail,1515,Monthly,672,Otras,326197.0,-1170226.0,1577015263
housing/rent/apartment,1.0,1.0,Thumbnail,1395,Monthly,672,Dallas,328212.0,-967853.0,1577359712
housing/rent/apartment,1.0,2.0,Thumbnail,1265,Monthly,672,Otras,335178.0,-1120848.0,1577358417
housing/rent/apartment,1.0,1.0,Thumbnail,1140,Monthly,672,Austin,303054.0,-977497.0,1577359734
housing/rent/apartment,1.0,1.0,Thumbnail,1135,Monthly,672,Austin,303054.0,-977497.0,1577359759
housing/rent/apartment,1.0,1.0,Thumbnail,1098,Monthly,672,Otras,327407.0,-973394.0,1577358420
housing/rent/apartment,1.0,1.0,Yes,1055,Monthly,672,Otras,326548.0,-971587.0,1568775078
housing/rent/apartment,1.0,1.0,Yes,1045,Monthly,672,Otras,326548.0,-971587.0,1568774906
housing/rent/apartment,1.0,1.0,Thumbnail,965,Monthly,672,Austin,303054.0,-977497.0,1577359464
housing/rent/apartment,1.0,1.0,Thumbnail,940,Monthly,672,Otras,395197.0,-1198342.0,1577359019
housing/rent/apartment,1.0,1.0,Thumbnail,905,Monthly,672,Dallas,326692.0,-968751.0,1568759303
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,672,Austin,303054.0,-977497.0,1577360146
housing/rent/apartment,1.0,1.0,Yes,847,Monthly,672,Otras,359966.0,-788991.0,1568774812
housing/rent/apartment,1.0,1.0,Thumbnail,635,Monthly,672,Otras,373961.0,-791892.0,1577015921
housing/rent/apartment,1.0,1.0,Thumbnail,450,Monthly,672,Otras,416675.0,-835837.0,1577358807
housing/rent/apartment,1.0,1.0,Thumbnail,428,Monthly,672,Kansas City,390744.0,-945521.0,1577359195
housing/rent/apartment,1.0,1.0,Thumbnail,2798,Monthly,673,Los Angeles,340998.0,-1183265.0,1568751460
housing/rent/apartment,1.0,1.0,Thumbnail,2600,Monthly,673,Los Angeles,340372.0,-1182972.0,1577359958
housing/rent/apartment,1.0,1.0,Thumbnail,1579,Monthly,673,Otras,394228.0,-774164.0,1577358443
housing/rent/apartment,1.0,0.0,Thumbnail,1546,Monthly,673,Otras,388571.0,-770609.0,1577305192
housing/rent/apartment,1.0,1.0,Thumbnail,1534,Monthly,673,Otras,430531.0,-879659.0,1577358717
housing/rent/apartment,1.0,1.0,Thumbnail,1370,Monthly,673,Otras,386274.0,-903040.0,1577359281
housing/rent/apartment,1.0,1.0,Thumbnail,995,Monthly,673,Austin,303949.0,-978279.0,1577359771
housing/rent/apartment,1.0,1.0,Thumbnail,985,Monthly,673,Otras,305104.0,-979027.0,1577359760
housing/rent/apartment,1.0,2.0,Thumbnail,950,Monthly,673,Otras,401171.0,-881889.0,1577358904
housing/rent/apartment,1.0,1.0,Thumbnail,862,Monthly,673,Otras,392858.0,-845220.0,1568769982
housing/rent/apartment,1.0,1.0,Thumbnail,720,Monthly,673,Otras,440346.0,-924680.0,1577358860
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,673,Otras,323841.0,-936685.0,1568744155
housing/rent/apartment,1.0,1.0,Thumbnail,1655,Monthly,674,Otras,280076.0,-824792.0,1577358492
housing/rent/apartment,1.0,1.0,Yes,1618,Monthly,674,Otras,478495.0,-1222825.0,1568776188
housing/rent/apartment,1.0,1.0,Thumbnail,1451,Monthly,674,Austin,303054.0,-977497.0,1577359683
housing/rent/apartment,1.0,1.0,Thumbnail,1300,Monthly,674,Otras,407061.0,-1119048.0,1577358637
housing/rent/apartment,1.0,1.0,Thumbnail,1175,Monthly,674,Otras,388562.0,-1047720.0,1577358734
housing/rent/apartment,1.0,1.0,Thumbnail,1025,Monthly,674,San Antonio,294624.0,-985253.0,1577359219
housing/rent/apartment,1.0,1.0,Thumbnail,892,Monthly,674,Otras,358079.0,-786466.0,1568771534
housing/rent/apartment,1.0,1.0,Thumbnail,875,Monthly,674,Otras,327566.0,-971358.0,1568773347
housing/rent/apartment,1.0,2.0,Thumbnail,850,Monthly,674,Otras,476485.0,-1172657.0,1577358815
housing/rent/apartment,1.0,1.0,No,791,Monthly,674,Dallas,329954.0,-967849.0,1568764862
housing/rent/apartment,1.0,1.0,Thumbnail,3495,Monthly,675,San Francisco,377599.0,-1224379.0,1577358800
housing/rent/apartment,1.0,1.0,Thumbnail,3050,Monthly,675,Los Angeles,340372.0,-1182972.0,1577360014
housing/rent/apartment,1.0,1.0,Thumbnail,1895,Monthly,675,Los Angeles,340372.0,-1182972.0,1577016056
housing/rent/apartment,1.0,1.0,Thumbnail,1880,Monthly,675,Otras,261343.0,-802330.0,1577358406
housing/rent/apartment,1.0,1.0,Thumbnail,1875,Monthly,675,Otras,476160.0,-1223275.0,1577359437
housing/rent/apartment,1.0,1.0,Thumbnail,1780,Monthly,675,Otras,477500.0,-1222400.0,1577358506
housing/rent/apartment,1.0,1.0,Yes,1780,Monthly,675,Otras,476869.0,-1221896.0,1568774842
housing/rent/apartment,1.0,2.0,Thumbnail,1745,Monthly,675,Otras,404261.0,-797631.0,1568780319
housing/rent/apartment,1.0,1.0,Thumbnail,1715,Monthly,675,Otras,340156.0,-1181107.0,1568772657
housing/rent/apartment,1.0,1.0,Thumbnail,1555,Monthly,675,Otras,396828.0,-1048078.0,1577358487
housing/rent/apartment,1.0,1.0,Thumbnail,1516,Monthly,675,Otras,477179.0,-1222059.0,1568775431
housing/rent/apartment,1.0,1.0,Thumbnail,1506,Monthly,675,Otras,477179.0,-1222059.0,1568775423
housing/rent/apartment,1.0,1.0,Thumbnail,1470,Monthly,675,Otras,420454.0,-876964.0,1577359303
housing/rent/apartment,1.0,1.0,Thumbnail,1440,Monthly,675,Otras,402967.0,-746137.0,1568781089
housing/rent/apartment,1.0,1.0,Yes,1436,Monthly,675,Otras,477179.0,-1222059.0,1568775657
housing/rent/apartment,1.0,1.0,Thumbnail,1345,Monthly,675,Otras,341334.0,-1172920.0,1577358507
housing/rent/apartment,1.0,2.0,Thumbnail,1295,Monthly,675,Otras,480724.0,-1221829.0,1575506089
housing/rent/apartment,1.0,1.0,Thumbnail,1275,Monthly,675,Otras,386274.0,-903040.0,1577360083
housing/rent/apartment,1.0,1.0,Yes,1275,Monthly,675,Otras,403346.0,-745794.0,1568780077
housing/rent/apartment,1.0,1.0,Thumbnail,1250,Monthly,675,Otras,338077.0,-843753.0,1577358546
housing/rent/apartment,1.0,1.0,Thumbnail,1220,Monthly,675,San Antonio,294624.0,-985253.0,1577359643
housing/rent/apartment,1.0,1.0,Yes,1200,Monthly,675,Otras,403346.0,-745794.0,1568780254
housing/rent/apartment,1.0,1.0,Yes,1190,Monthly,675,Otras,403346.0,-745794.0,1568780187
housing/rent/apartment,1.0,1.0,No,1190,Monthly,675,Otras,403346.0,-745794.0,1568780366
housing/rent/apartment,1.0,1.0,Thumbnail,1150,Monthly,675,Otras,429497.0,-856417.0,1577015916
housing/rent/apartment,1.0,1.0,Yes,1150,Monthly,675,Otras,403346.0,-745794.0,1568780372
housing/rent/apartment,1.0,1.0,Thumbnail,1127,Monthly,675,Otras,361036.0,-802159.0,1568745091
housing/rent/apartment,1.0,2.0,Thumbnail,1095,Monthly,675,Otras,393633.0,-744397.0,1568779379
housing/rent/apartment,1.0,1.0,Thumbnail,979,Monthly,675,Otras,368381.0,-761520.0,1568752307
housing/rent/apartment,1.0,1.0,Thumbnail,962,Monthly,675,Otras,430531.0,-879659.0,1577358716
housing/rent/apartment,1.0,1.0,Thumbnail,945,Monthly,675,Madison,430724.0,-894003.0,1575638435
housing/rent/apartment,1.0,1.0,Thumbnail,932,Monthly,675,Houston,297714.0,-954343.0,1577358250
housing/rent/apartment,1.0,1.0,Thumbnail,915,Monthly,675,Austin,303054.0,-977497.0,1577360367
housing/rent/apartment,1.0,2.0,Thumbnail,875,Monthly,675,Otras,405849.0,-1051128.0,1568764257
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,675,Otras,615940.0,-1494124.0,1577358620
housing/rent/apartment,1.0,1.0,Thumbnail,840,Monthly,675,Otras,403613.0,-869005.0,1577358837
housing/rent/apartment,1.0,2.0,Thumbnail,800,Monthly,675,Otras,399974.0,-829829.0,1576666339
housing/rent/apartment,1.0,1.0,Thumbnail,794,Monthly,675,Otras,347264.0,-923480.0,1577359474
housing/rent/apartment,1.0,1.0,Thumbnail,695,Monthly,675,Otras,424869.0,-923426.0,1577360356
housing/rent/apartment,1.0,2.0,Thumbnail,695,Monthly,675,Otras,416834.0,-937839.0,1576667291
housing/rent/apartment,1.0,1.0,Thumbnail,645,Monthly,675,Otras,434182.0,-881681.0,1577360253
housing/rent/apartment,1.0,2.0,Thumbnail,640,Monthly,675,Otras,379906.0,-875563.0,1577358608
housing/rent/apartment,1.0,1.0,Thumbnail,620,Monthly,675,Houston,297714.0,-954343.0,1577015329
housing/rent/apartment,1.0,2.0,Thumbnail,595,Monthly,675,Otras,482469.0,-1013017.0,1577359920
housing/rent/apartment,1.0,1.0,Thumbnail,485,Monthly,675,Otras,440977.0,-877097.0,1577358824
housing/rent/apartment,1.0,1.0,Thumbnail,1125,Monthly,676,Otras,399850.0,-830728.0,1577358702
housing/rent/apartment,1.0,1.0,Thumbnail,960,Monthly,676,San Antonio,294624.0,-985253.0,1577359128
housing/rent/apartment,1.0,1.0,Thumbnail,950,Monthly,676,Otras,305118.0,-976873.0,1577017088
housing/rent/apartment,1.0,1.0,Thumbnail,870,Monthly,676,Otras,420259.0,-936516.0,1577359866
housing/rent/apartment,1.0,2.0,Thumbnail,855,Monthly,676,Otras,412562.0,-960404.0,1577358739
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,676,Otras,440763.0,-1032121.0,1577358941
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,676,Otras,396136.0,-841617.0,1568775092
housing/rent/apartment,1.0,1.0,Yes,725,Monthly,676,Otras,396379.0,-841686.0,1568775220
housing/rent/apartment,1.0,1.0,Thumbnail,2033,Monthly,677,Otras,361370.0,-867830.0,1577359635
housing/rent/apartment,1.0,1.0,Thumbnail,1677,Monthly,677,Otras,473866.0,-1222109.0,1568772708
housing/rent/apartment,1.0,1.0,Thumbnail,1391,Monthly,677,Dallas,328212.0,-967853.0,1577359711
housing/rent/apartment,1.0,1.0,Thumbnail,1315,Monthly,677,Otras,418240.0,-714315.0,1577014828
housing/rent/apartment,1.0,1.0,Thumbnail,1215,Monthly,677,Otras,473002.0,-1222168.0,1577358495
housing/rent/apartment,1.0,1.0,Thumbnail,1027,Monthly,677,Austin,303054.0,-977497.0,1577359754
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,677,Austin,303054.0,-977497.0,1577359481
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,677,Otras,361554.0,-1151733.0,1577359400
housing/rent/apartment,2.0,2.0,Thumbnail,3795,Monthly,678,San Francisco,377599.0,-1224379.0,1577360324
housing/rent/apartment,1.0,1.0,Thumbnail,2200,Monthly,678,Otras,424108.0,-710517.0,1568754020
housing/rent/apartment,1.0,1.0,Thumbnail,2089,Monthly,678,Otras,327876.0,-1171265.0,1577358449
housing/rent/apartment,1.0,2.0,Thumbnail,2075,Monthly,678,Chicago,418625.0,-876825.0,1577358590
housing/rent/apartment,1.0,1.0,Thumbnail,1789,Monthly,678,Dallas,328212.0,-967853.0,1577359585
housing/rent/apartment,1.0,2.0,Thumbnail,1750,Monthly,678,Portland,455091.0,-1226449.0,1577014991
housing/rent/apartment,1.0,1.0,Thumbnail,1665,Monthly,678,Dallas,328212.0,-967853.0,1577359612
housing/rent/apartment,1.0,1.0,Thumbnail,1468,Monthly,678,Otras,357740.0,-786328.0,1568768107
housing/rent/apartment,1.0,1.0,Thumbnail,1400,Monthly,678,Otras,415964.0,-709532.0,1577358647
housing/rent/apartment,1.0,1.0,Thumbnail,1372,Monthly,678,Austin,303054.0,-977497.0,1577358447
housing/rent/apartment,1.0,1.0,Thumbnail,1109,Monthly,678,Houston,297714.0,-954343.0,1577358269
housing/rent/apartment,1.0,1.0,Thumbnail,1104,Monthly,678,Houston,297714.0,-954343.0,1577358275
housing/rent/apartment,1.0,1.0,Thumbnail,1035,Monthly,678,Dallas,329455.0,-967962.0,1568765553
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,678,San Antonio,294624.0,-985253.0,1577015160
housing/rent/apartment,1.0,1.0,Thumbnail,890,Monthly,678,Otras,328525.0,-971399.0,1568776529
housing/rent/apartment,1.0,2.0,Thumbnail,860,Monthly,678,Otras,401171.0,-881889.0,1577359069
housing/rent/apartment,1.0,1.0,Thumbnail,815,Monthly,678,Otras,360723.0,-798196.0,1568754204
housing/rent/apartment,1.0,1.0,Thumbnail,717,Monthly,678,Otras,354975.0,-977329.0,1577359473
housing/rent/apartment,1.0,1.0,Thumbnail,1675,Monthly,679,Otras,449855.0,-933023.0,1577359288
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,679,Madison,430724.0,-894003.0,1577015514
housing/rent/apartment,1.0,1.0,Thumbnail,1265,Monthly,679,Austin,303054.0,-977497.0,1577359889
housing/rent/apartment,1.0,1.0,Thumbnail,1245,Monthly,679,Denver,398668.0,-1050055.0,1568758829
housing/rent/apartment,1.0,1.0,Thumbnail,1225,Monthly,679,Denver,398668.0,-1050055.0,1568758867
housing/rent/apartment,1.0,1.0,Thumbnail,1095,Monthly,679,Otras,353753.0,-1190319.0,1577359160
housing/rent/apartment,1.0,1.0,Thumbnail,3952,Monthly,680,Otras,423280.0,-710710.0,1577358372
housing/rent/apartment,1.0,1.0,Thumbnail,2840,Monthly,680,Otras,338321.0,-1183786.0,1568766445
housing/rent/apartment,1.0,1.0,Yes,2349,Monthly,680,Otras,341474.0,-1181391.0,1568780200
housing/rent/apartment,1.0,1.0,Thumbnail,1835,Monthly,680,Los Angeles,341236.0,-1182878.0,1568750859
housing/rent/apartment,1.0,1.0,Thumbnail,1795,Monthly,680,Otras,476160.0,-1223275.0,1577360316
housing/rent/apartment,1.0,1.0,Thumbnail,1424,Monthly,680,Otras,388738.0,-771055.0,1577015308
housing/rent/apartment,1.0,1.0,Thumbnail,1325,Monthly,680,Otras,478409.0,-1223346.0,1568771239
housing/rent/apartment,1.0,1.0,Thumbnail,1310,Monthly,680,Otras,478409.0,-1223346.0,1568771263
housing/rent/apartment,1.0,1.0,Thumbnail,1227,Monthly,680,Otras,478616.0,-1222729.0,1568782416
housing/rent/apartment,1.0,1.0,Thumbnail,1186,Monthly,680,Otras,478616.0,-1222729.0,1568782270
housing/rent/apartment,1.0,1.0,Thumbnail,1179,Monthly,680,Denver,397360.0,-1049819.0,1576323337
housing/rent/apartment,1.0,1.0,Thumbnail,1080,Monthly,680,Otras,339996.0,-841572.0,1577358545
housing/rent/apartment,1.0,1.0,Thumbnail,1075,Monthly,680,Otras,337848.0,-843922.0,1577359973
housing/rent/apartment,1.0,1.0,Thumbnail,1059,Monthly,680,Otras,297398.0,-981021.0,1577358674
housing/rent/apartment,1.0,1.0,Thumbnail,1050,Monthly,680,Otras,428022.0,-739287.0,1577016992
housing/rent/apartment,1.0,1.0,Thumbnail,1045,Monthly,680,Austin,303054.0,-977497.0,1577359729
housing/rent/apartment,1.0,1.0,Thumbnail,1035,Monthly,680,Otras,611723.0,-1498414.0,1577358617
housing/rent/apartment,1.0,1.0,Thumbnail,1025,Monthly,680,Otras,368379.0,-760939.0,1568750022
housing/rent/apartment,1.0,1.0,Thumbnail,1025,Monthly,680,Otras,368379.0,-760939.0,1568750094
housing/rent/apartment,1.0,1.0,Thumbnail,985,Monthly,680,Dallas,328212.0,-967853.0,1577358575
housing/rent/apartment,1.0,2.0,Thumbnail,975,Monthly,680,Otras,611723.0,-1498414.0,1577358614
housing/rent/apartment,1.0,1.0,Thumbnail,975,Monthly,680,Otras,361554.0,-1151733.0,1577016811
housing/rent/apartment,1.0,1.0,Thumbnail,951,Monthly,680,Otras,330653.0,-970251.0,1577358581
housing/rent/apartment,1.0,3.0,Thumbnail,950,Monthly,680,Otras,360402.0,-866385.0,1577358648
housing/rent/apartment,1.0,1.0,Thumbnail,930,Monthly,680,Otras,297398.0,-981021.0,1577014911
housing/rent/apartment,1.0,1.0,Thumbnail,913,Monthly,680,San Antonio,294624.0,-985253.0,1577014932
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,680,Otras,361554.0,-1151733.0,1577358756
housing/rent/apartment,1.0,1.0,Thumbnail,890,Monthly,680,San Antonio,294624.0,-985253.0,1577359123
housing/rent/apartment,1.0,1.0,Thumbnail,830,Monthly,680,Otras,303235.0,-894709.0,1577359112
housing/rent/apartment,1.0,2.0,Thumbnail,800,Monthly,680,Otras,416371.0,-814170.0,1568748951
housing/rent/apartment,1.0,1.0,Thumbnail,795,Monthly,680,Dallas,449240.0,-1233283.0,1576187118
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,680,Otras,352016.0,-808124.0,1577358694
housing/rent/apartment,1.0,0.0,Thumbnail,750,Monthly,680,Otras,413426.0,-730732.0,1568782074
housing/rent/apartment,1.0,1.0,Thumbnail,720,Monthly,680,Otras,302989.0,-816324.0,1577014823
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,680,Otras,401065.0,-856788.0,1577358471
housing/rent/apartment,1.0,1.0,Thumbnail,680,Monthly,680,Otras,397953.0,-861387.0,1577358654
housing/rent/apartment,1.0,1.0,Thumbnail,653,Monthly,680,Otras,423149.0,-851757.0,1577358472
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,680,Otras,407533.0,-860744.0,1577359310
housing/rent/apartment,1.0,1.0,Thumbnail,605,Monthly,680,Otras,389401.0,-923167.0,1577358987
housing/rent/apartment,1.0,1.0,Thumbnail,575,Monthly,680,Otras,365296.0,-827005.0,1577358923
housing/rent/apartment,1.0,1.0,Thumbnail,550,Monthly,680,Otras,370173.0,-932039.0,1577359033
housing/rent/apartment,1.0,1.0,Thumbnail,1440,Monthly,681,Otras,475968.0,-1227026.0,1577360028
housing/rent/apartment,1.0,1.0,Thumbnail,1240,Monthly,681,Otras,389540.0,-768968.0,1568757264
housing/rent/apartment,1.0,1.0,Thumbnail,1175,Monthly,681,Otras,389540.0,-768968.0,1568757319
housing/rent/apartment,1.0,1.0,Thumbnail,1175,Monthly,681,Otras,389540.0,-768968.0,1568757656
housing/rent/apartment,1.0,1.0,Thumbnail,1005,Monthly,681,Austin,303054.0,-977497.0,1577359833
housing/rent/apartment,1.0,1.0,Thumbnail,858,Monthly,681,Otras,347264.0,-923480.0,1577358295
housing/rent/apartment,1.0,1.0,No,2329,Monthly,682,Otras,407220.0,-740644.0,1568778254
housing/rent/apartment,1.0,1.0,Thumbnail,1675,Monthly,682,Otras,337166.0,-1179446.0,1577358690
housing/rent/apartment,1.0,1.0,Thumbnail,1645,Monthly,682,Otras,338813.0,-1179263.0,1577015721
housing/rent/apartment,1.0,1.0,Thumbnail,1615,Monthly,682,Otras,339299.0,-1178849.0,1577358422
housing/rent/apartment,1.0,1.0,Thumbnail,1414,Monthly,682,Dallas,328004.0,-967887.0,1568745512
housing/rent/apartment,1.0,1.0,Thumbnail,1205,Monthly,682,Otras,397436.0,-1050630.0,1568745349
housing/rent/apartment,1.0,1.0,Thumbnail,1190,Monthly,682,Houston,297714.0,-954343.0,1577358281
housing/rent/apartment,1.0,1.0,Thumbnail,1180,Monthly,682,Austin,303054.0,-977497.0,1577359822
housing/rent/apartment,1.0,1.0,Thumbnail,1165,Monthly,682,Otras,287831.0,-812874.0,1577014907
housing/rent/apartment,1.0,1.0,Thumbnail,1075,Monthly,682,Otras,417537.0,-881558.0,1577360464
housing/rent/apartment,1.0,1.0,Thumbnail,635,Monthly,682,Otras,390375.0,-957052.0,1577360334
housing/rent/apartment,1.0,1.0,Thumbnail,415,Monthly,682,Otras,405755.0,-797224.0,1575637656
housing/rent/apartment,1.0,1.0,Thumbnail,1450,Monthly,683,Otras,386487.0,-773152.0,1577358569
housing/rent/apartment,1.0,1.0,Thumbnail,1180,Monthly,683,Austin,303054.0,-977497.0,1577359677
housing/rent/apartment,1.0,1.0,Thumbnail,1130,Monthly,683,Otras,388168.0,-769368.0,1568754602
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,683,Otras,389401.0,-923167.0,1577358988
housing/rent/apartment,1.0,1.0,Thumbnail,1015,Monthly,683,Austin,303054.0,-977497.0,1577359688
housing/rent/apartment,1.0,1.0,Thumbnail,928,Monthly,683,Otras,389259.0,-946916.0,1577359950
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,683,Otras,414954.0,-903928.0,1577359115
housing/rent/apartment,1.0,2.0,Thumbnail,1450,Monthly,684,Otras,418481.0,-724642.0,1577359099
housing/rent/apartment,1.0,1.0,Thumbnail,1299,Monthly,684,Otras,390976.0,-768614.0,1577358559
housing/rent/apartment,1.0,1.0,Thumbnail,1240,Monthly,684,Austin,303054.0,-977497.0,1577359640
housing/rent/apartment,1.0,1.0,Yes,939,Monthly,684,Otras,326548.0,-971587.0,1568775197
housing/rent/apartment,1.0,2.0,Yes,2720,Monthly,685,Otras,407220.0,-740644.0,1568777152
housing/rent/apartment,1.0,1.0,Thumbnail,2465,Monthly,685,Los Angeles,340372.0,-1182972.0,1577358425
housing/rent/apartment,1.0,1.0,Thumbnail,1987,Monthly,685,Otras,385587.0,-1214320.0,1577359120
housing/rent/apartment,1.0,1.0,Thumbnail,1735,Monthly,685,Otras,476160.0,-1223275.0,1577358501
