category,bathrooms,bedrooms,has_photo,price,price_type,square_feet,state,latitude,longitude,time
housing/rent/apartment,1.0,0.0,Thumbnail,905,Monthly,425,TX,303054.0,-977497.0,1577359606
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,425,TX,303054.0,-977497.0,1577360306
housing/rent/apartment,1.0,1.0,Thumbnail,799,Monthly,425,TX,303054.0,-977497.0,1577359635
housing/rent/apartment,1.0,1.0,No,795,Monthly,425,TX,332572.0,-959291.0,1568767183
housing/rent/apartment,1.0,1.0,Thumbnail,2135,Monthly,426,Otros,389118.0,-770132.0,1577358397
housing/rent/apartment,1.0,1.0,Thumbnail,2060,Monthly,426,MA,423280.0,-710710.0,1577358334
housing/rent/apartment,1.0,1.0,Thumbnail,1295,Monthly,426,OR,455091.0,-1226449.0,1577358679
housing/rent/apartment,1.0,2.0,Thumbnail,1045,Monthly,426,CO,388562.0,-1047720.0,1577358733
housing/rent/apartment,1.0,0.0,Thumbnail,899,Monthly,426,AZ,322264.0,-1109438.0,1577360270
housing/rent/apartment,1.0,1.0,Thumbnail,814,Monthly,426,IL,418625.0,-876825.0,1577015583
housing/rent/apartment,1.0,2.0,Yes,1745,Monthly,428,CA,338412.0,-1183572.0,1568771211
housing/rent/apartment,1.0,1.0,Yes,1395,Monthly,428,NJ,407220.0,-740644.0,1568779211
housing/rent/apartment,1.0,2.0,Thumbnail,1249,Monthly,428,IL,418625.0,-876825.0,1577358588
housing/rent/apartment,1.0,2.0,Thumbnail,1195,Monthly,428,OR,455091.0,-1226449.0,1577014973
housing/rent/apartment,1.0,3.0,Thumbnail,785,Monthly,428,OH,391679.0,-844933.0,1577014885
housing/rent/apartment,1.0,1.0,Thumbnail,699,Monthly,428,IN,404969.0,-869659.0,1577358842
housing/rent/apartment,1.0,0.0,Thumbnail,2695,Monthly,429,CA,377599.0,-1224379.0,1577358520
housing/rent/apartment,1.0,1.0,Thumbnail,1325,Monthly,430,IL,419643.0,-876502.0,1577359567
housing/rent/apartment,1.0,2.0,Thumbnail,1125,Monthly,430,WI,430724.0,-894003.0,1577015506
housing/rent/apartment,1.0,0.0,Thumbnail,895,Monthly,430,PA,404448.0,-799725.0,1577359563
housing/rent/apartment,1.0,1.0,Yes,895,Monthly,430,CT,413498.0,-721062.0,1568780790
housing/rent/apartment,1.0,1.0,Yes,845,Monthly,430,CT,413498.0,-721062.0,1568780703
housing/rent/apartment,1.0,2.0,Thumbnail,800,Monthly,430,TX,303054.0,-977497.0,1577359679
housing/rent/apartment,1.0,2.0,Thumbnail,775,Monthly,430,CT,413498.0,-721062.0,1568780793
housing/rent/apartment,1.0,2.0,Yes,775,Monthly,430,CT,413498.0,-721062.0,1568780975
housing/rent/apartment,1.0,2.0,Thumbnail,765,Monthly,430,CT,413498.0,-721062.0,1568780959
housing/rent/apartment,1.0,2.0,Yes,765,Monthly,430,CT,413498.0,-721062.0,1568780660
housing/rent/apartment,1.0,0.0,Thumbnail,650,Monthly,430,MO,390744.0,-945521.0,1577358658
housing/rent/apartment,1.0,1.0,Thumbnail,645,Monthly,430,OH,410902.0,-815376.0,1568757242
housing/rent/apartment,1.0,2.0,Thumbnail,1549,Monthly,431,VA,388738.0,-771055.0,1577359252
housing/rent/apartment,1.0,2.0,Thumbnail,1530,Monthly,431,WA,477637.0,-1221180.0,1577358503
housing/rent/apartment,1.0,0.0,Thumbnail,1500,Monthly,431,CA,377599.0,-1224379.0,1577359461
housing/rent/apartment,1.0,1.0,Thumbnail,3095,Monthly,432,CA,377599.0,-1224379.0,1577358517
housing/rent/apartment,1.0,1.0,Thumbnail,2509,Monthly,432,CA,377599.0,-1224379.0,1577358430
housing/rent/apartment,1.0,2.0,Thumbnail,890,Monthly,432,TX,303054.0,-977497.0,1577359482
housing/rent/apartment,1.0,2.0,Thumbnail,1895,Monthly,433,Otros,389118.0,-770132.0,1577358881
housing/rent/apartment,1.0,2.0,Thumbnail,899,Monthly,433,TN,351211.0,-899517.0,1577359739
housing/rent/apartment,1.0,2.0,Thumbnail,1645,Monthly,434,TX,303054.0,-977497.0,1577359808
housing/rent/apartment,1.0,3.0,Thumbnail,1026,Monthly,434,TX,303054.0,-977497.0,1577359799
housing/rent/apartment,1.0,2.0,Yes,827,Monthly,434,OK,354718.0,-975180.0,1568781073
housing/rent/apartment,1.0,1.0,Thumbnail,1630,Monthly,435,FL,257603.0,-803005.0,1577358402
housing/rent/apartment,1.0,2.0,Thumbnail,1250,Monthly,435,OR,455091.0,-1226449.0,1577359943
housing/rent/apartment,1.0,2.0,Thumbnail,1150,Monthly,435,PA,400054.0,-751415.0,1577016854
housing/rent/apartment,1.0,1.0,Thumbnail,1344,Monthly,436,MA,422919.0,-714269.0,1577310517
housing/rent/apartment,1.0,0.0,Thumbnail,895,Monthly,437,TX,303054.0,-977497.0,1577017172
housing/rent/apartment,1.0,1.0,Thumbnail,1215,Monthly,438,MN,449855.0,-933023.0,1577015767
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,438,OR,455091.0,-1226449.0,1577358674
housing/rent/apartment,1.0,2.0,Thumbnail,1040,Monthly,438,OH,391679.0,-844933.0,1577014883
housing/rent/apartment,1.0,2.0,Thumbnail,2995,Monthly,439,CA,377599.0,-1224379.0,1577014858
housing/rent/apartment,1.0,3.0,Thumbnail,949,Monthly,440,FL,285163.0,-813644.0,1577358399
housing/rent/apartment,1.0,2.0,Thumbnail,899,Monthly,440,TX,303054.0,-977497.0,1577359742
housing/rent/apartment,1.0,2.0,Thumbnail,881,Monthly,440,TX,303054.0,-977497.0,1577359894
housing/rent/apartment,1.0,0.0,Thumbnail,879,Monthly,440,AZ,335178.0,-1120848.0,1577360260
housing/rent/apartment,1.0,1.0,Thumbnail,835,Monthly,440,TN,350462.0,-852352.0,1577359991
housing/rent/apartment,1.0,1.0,Thumbnail,740,Monthly,440,TX,294624.0,-985253.0,1577016022
housing/rent/apartment,1.0,1.0,Thumbnail,635,Monthly,440,CO,388562.0,-1047720.0,1577360185
housing/rent/apartment,1.0,1.0,Thumbnail,2795,Monthly,441,CA,377599.0,-1224379.0,1577359097
housing/rent/apartment,1.0,1.0,Thumbnail,2295,Monthly,441,CA,377599.0,-1224379.0,1577360358
housing/rent/apartment,1.0,2.0,Thumbnail,1270,Monthly,441,OR,455091.0,-1226449.0,1577360021
housing/rent/apartment,1.0,2.0,Thumbnail,989,Monthly,441,TX,305118.0,-976873.0,1577359816
housing/rent/apartment,1.0,1.0,Thumbnail,1195,Monthly,442,OR,455223.0,-1229416.0,1577360069
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,442,TN,350462.0,-852352.0,1577359043
housing/rent/apartment,1.0,2.0,Thumbnail,535,Monthly,442,TX,322750.0,-953017.0,1568769793
housing/rent/apartment,1.0,2.0,Thumbnail,535,Monthly,442,TX,322750.0,-953017.0,1568769748
housing/rent/apartment,1.0,1.0,Thumbnail,665,Monthly,443,TX,297714.0,-954343.0,1577358270
housing/rent/apartment,1.0,1.0,Thumbnail,1250,Monthly,444,OR,455091.0,-1226449.0,1577014992
housing/rent/apartment,1.0,1.0,Thumbnail,837,Monthly,444,TX,303054.0,-977497.0,1577359784
housing/rent/apartment,1.0,2.0,Thumbnail,830,Monthly,444,Otros,611723.0,-1498414.0,1577358614
housing/rent/apartment,1.0,2.0,Thumbnail,2341,Monthly,445,MA,423895.0,-711039.0,1568753658
housing/rent/apartment,1.0,0.0,Thumbnail,1295,Monthly,445,OR,455091.0,-1226449.0,1577358682
housing/rent/apartment,1.0,1.0,Thumbnail,1175,Monthly,445,IL,418625.0,-876825.0,1577015591
housing/rent/apartment,1.0,2.0,Thumbnail,1530,Monthly,446,IL,420454.0,-876964.0,1577359305
housing/rent/apartment,1.0,1.0,Thumbnail,1325,Monthly,446,OR,455091.0,-1226449.0,1577014990
housing/rent/apartment,1.0,2.0,Thumbnail,1099,Monthly,446,MO,386274.0,-903040.0,1577358456
housing/rent/apartment,1.0,1.0,Thumbnail,545,Monthly,446,OH,414729.0,-817374.0,1568749417
housing/rent/apartment,1.0,1.0,Thumbnail,2895,Monthly,447,CA,377599.0,-1224379.0,1577015137
housing/rent/apartment,1.0,0.0,Thumbnail,2195,Monthly,447,CA,377599.0,-1224379.0,1577359176
housing/rent/apartment,1.0,2.0,Thumbnail,1684,Monthly,447,TX,303054.0,-977497.0,1577359832
housing/rent/apartment,1.0,2.0,Thumbnail,1335,Monthly,447,WA,476160.0,-1223275.0,1577358502
housing/rent/apartment,1.0,1.0,Thumbnail,895,Monthly,447,TX,306505.0,-976809.0,1577359524
housing/rent/apartment,1.0,1.0,Thumbnail,775,Monthly,447,IL,401145.0,-882723.0,1577358874
housing/rent/apartment,1.0,1.0,Thumbnail,675,Monthly,447,TX,328212.0,-967853.0,1577358756
housing/rent/apartment,1.0,1.0,Thumbnail,2500,Monthly,448,CA,377599.0,-1224379.0,1577360469
housing/rent/apartment,1.0,2.0,Thumbnail,1729,Monthly,448,TX,303054.0,-977497.0,1577359826
housing/rent/apartment,1.0,2.0,Thumbnail,1688,Monthly,448,TX,303054.0,-977497.0,1577359470
housing/rent/apartment,1.0,2.0,Thumbnail,739,Monthly,448,MO,390630.0,-945749.0,1577358662
housing/rent/apartment,1.0,1.0,Thumbnail,950,Monthly,449,MI,423882.0,-831122.0,1577359577
housing/rent/apartment,1.0,2.0,Thumbnail,820,Monthly,449,CO,388094.0,-1048448.0,1577359134
housing/rent/apartment,1.0,0.0,Thumbnail,3000,Monthly,450,CA,378651.0,-1225310.0,1577360331
housing/rent/apartment,1.0,1.0,Thumbnail,1950,Monthly,450,MD,393191.0,-766126.0,1577359234
housing/rent/apartment,1.0,2.0,Thumbnail,1818,Monthly,450,Otros,389118.0,-770132.0,1577358451
housing/rent/apartment,1.0,0.0,No,1795,Monthly,450,CA,337834.0,-1181506.0,1568776254
housing/rent/apartment,1.0,0.0,Thumbnail,1750,Monthly,450,CA,377904.0,-1222151.0,1577359743
housing/rent/apartment,1.0,1.0,Thumbnail,1535,Monthly,450,Otros,389118.0,-770132.0,1577359251
housing/rent/apartment,1.0,0.0,Thumbnail,1495,Monthly,450,CA,340372.0,-1182972.0,1577016987
housing/rent/apartment,1.0,2.0,Thumbnail,1475,Monthly,450,PA,404448.0,-799725.0,1577359605
housing/rent/apartment,1.0,1.0,Thumbnail,1365,Monthly,450,IL,418625.0,-876825.0,1576666282
housing/rent/apartment,1.0,1.0,Thumbnail,1349,Monthly,450,FL,280076.0,-824792.0,1577358535
housing/rent/apartment,1.0,1.0,Thumbnail,1345,Monthly,450,CA,340985.0,-1174660.0,1577015115
housing/rent/apartment,1.0,2.0,Thumbnail,1299,Monthly,450,MN,449855.0,-933023.0,1575976948
housing/rent/apartment,1.0,0.0,Thumbnail,1295,Monthly,450,CA,340372.0,-1182972.0,1577359886
housing/rent/apartment,1.0,1.0,Thumbnail,1225,Monthly,450,TX,305969.0,-963034.0,1577358910
housing/rent/apartment,1.0,2.0,Thumbnail,1225,Monthly,450,WI,430724.0,-894003.0,1577359331
housing/rent/apartment,1.0,2.0,Thumbnail,1200,Monthly,450,WA,475988.0,-1221507.0,1577359356
housing/rent/apartment,1.0,2.0,Thumbnail,1199,Monthly,450,MI,422711.0,-837450.0,1577358535
housing/rent/apartment,1.0,1.0,Thumbnail,1195,Monthly,450,WA,475968.0,-1227026.0,1577360410
housing/rent/apartment,1.0,1.0,Thumbnail,1195,Monthly,450,NJ,407936.0,-741644.0,1568755423
housing/rent/apartment,1.0,2.0,Thumbnail,1095,Monthly,450,WI,430531.0,-879659.0,1577015683
housing/rent/apartment,1.0,2.0,Thumbnail,1073,Monthly,450,WA,478028.0,-1222849.0,1568775847
housing/rent/apartment,1.0,1.0,Thumbnail,1069,Monthly,450,MN,449855.0,-933023.0,1577016720
housing/rent/apartment,1.0,3.0,Thumbnail,1041,Monthly,450,TX,303054.0,-977497.0,1577359662
housing/rent/apartment,1.0,0.0,Thumbnail,1000,Monthly,450,OR,455091.0,-1226449.0,1577360492
housing/rent/apartment,1.0,1.0,Thumbnail,995,Monthly,450,MI,423882.0,-831122.0,1577360022
housing/rent/apartment,1.0,2.0,Thumbnail,969,Monthly,450,TX,303054.0,-977497.0,1577359768
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,450,TX,303054.0,-977497.0,1577359656
housing/rent/apartment,1.0,2.0,Thumbnail,897,Monthly,450,TX,303054.0,-977497.0,1577359667
housing/rent/apartment,1.0,1.0,Thumbnail,884,Monthly,450,NV,362548.0,-1155263.0,1568752624
housing/rent/apartment,1.0,2.0,Thumbnail,860,Monthly,450,Otros,611738.0,-1499301.0,1577358999
housing/rent/apartment,1.0,2.0,Thumbnail,829,Monthly,450,FL,277873.0,-826772.0,1577359236
housing/rent/apartment,1.0,2.0,Thumbnail,799,Monthly,450,IN,404969.0,-869659.0,1577358853
housing/rent/apartment,1.0,1.0,Thumbnail,790,Monthly,450,TN,360402.0,-866385.0,1577358294
housing/rent/apartment,1.0,1.0,Thumbnail,770,Monthly,450,MO,390744.0,-945521.0,1577359200
housing/rent/apartment,1.0,1.0,Thumbnail,766,Monthly,450,MO,390744.0,-945521.0,1577359200
housing/rent/apartment,1.0,2.0,Thumbnail,752,Monthly,450,IN,397953.0,-861387.0,1577359219
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,450,VA,370867.0,-764941.0,1577358450
housing/rent/apartment,1.0,1.0,Thumbnail,725,Monthly,450,Otros,429112.0,-788171.0,1577359092
housing/rent/apartment,1.0,1.0,Thumbnail,719,Monthly,450,TX,328780.0,-967511.0,1568755854
housing/rent/apartment,1.0,2.0,Thumbnail,687,Monthly,450,TX,296803.0,-951845.0,1577360311
housing/rent/apartment,1.0,1.0,Thumbnail,675,Monthly,450,NJ,399382.0,-751008.0,1576101825
housing/rent/apartment,1.0,1.0,Thumbnail,655,Monthly,450,OH,391679.0,-844933.0,1577014873
housing/rent/apartment,1.0,2.0,Thumbnail,650,Monthly,450,MO,390744.0,-945521.0,1577359196
housing/rent/apartment,1.0,3.0,Thumbnail,635,Monthly,450,VA,370867.0,-764941.0,1577358647
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,450,IL,401145.0,-882723.0,1577358732
housing/rent/apartment,1.0,0.0,Thumbnail,595,Monthly,450,MO,391478.0,-945689.0,1577359195
housing/rent/apartment,1.0,0.0,Thumbnail,575,Monthly,450,Otros,391984.0,-966052.0,1577358466
housing/rent/apartment,1.0,1.0,Thumbnail,500,Monthly,450,IL,377262.0,-892229.0,1577360567
housing/rent/apartment,1.0,0.0,Thumbnail,490,Monthly,450,Otros,377059.0,-858628.0,1577358944
housing/rent/apartment,1.0,1.0,Thumbnail,475,Monthly,450,TX,355427.0,-1009644.0,1576791708
housing/rent/apartment,1.0,1.0,Thumbnail,2525,Monthly,451,MA,423739.0,-711155.0,1568752940
housing/rent/apartment,1.0,0.0,Thumbnail,1818,Monthly,451,Otros,389057.0,-769861.0,1576748622
housing/rent/apartment,1.0,3.0,Thumbnail,1483,Monthly,451,MA,422081.0,-709524.0,1577358523
housing/rent/apartment,1.0,2.0,Thumbnail,805,Monthly,451,TX,303054.0,-977497.0,1577359604
housing/rent/apartment,1.0,1.0,Thumbnail,1796,Monthly,452,Otros,389118.0,-770132.0,1577359354
housing/rent/apartment,1.0,3.0,Thumbnail,605,Monthly,452,TX,326857.0,-966013.0,1568764973
housing/rent/apartment,1.0,1.0,Thumbnail,1722,Monthly,453,TX,303054.0,-977497.0,1577359671
housing/rent/apartment,1.0,0.0,Thumbnail,1650,Monthly,453,CA,339966.0,-1184305.0,1576406194
housing/rent/apartment,1.0,1.0,Thumbnail,3595,Monthly,454,CA,377599.0,-1224379.0,1577359099
housing/rent/apartment,1.0,1.0,Thumbnail,950,Monthly,454,Otros,426742.0,-737936.0,1577360248
housing/rent/apartment,1.0,1.0,Thumbnail,1250,Monthly,455,OR,455091.0,-1226449.0,1577014987
housing/rent/apartment,1.0,1.0,Thumbnail,570,Monthly,455,AZ,322276.0,-1108226.0,1577359176
housing/rent/apartment,1.0,0.0,Thumbnail,550,Monthly,455,AZ,322264.0,-1109438.0,1577358742
housing/rent/apartment,1.0,2.0,Thumbnail,1830,Monthly,456,CA,338412.0,-1183572.0,1568771007
housing/rent/apartment,1.0,2.0,Thumbnail,1795,Monthly,456,CA,338363.0,-1183330.0,1577358445
housing/rent/apartment,1.0,2.0,Thumbnail,1612,Monthly,456,Otros,389118.0,-770132.0,1577358459
housing/rent/apartment,1.0,1.0,Thumbnail,835,Monthly,456,WI,430724.0,-894003.0,1577015699
housing/rent/apartment,1.0,2.0,Thumbnail,825,Monthly,456,Otros,370835.0,-1135823.0,1577358942
housing/rent/apartment,1.0,1.0,Thumbnail,825,Monthly,456,AZ,334146.0,-1117660.0,1577358410
housing/rent/apartment,1.0,1.0,Thumbnail,550,Monthly,456,MI,419419.0,-863526.0,1577358788
housing/rent/apartment,1.0,2.0,Thumbnail,1230,Monthly,457,Otros,436046.0,-1162475.0,1577359357
housing/rent/apartment,1.0,1.0,Thumbnail,2395,Monthly,458,CA,377599.0,-1224379.0,1577359142
housing/rent/apartment,1.0,2.0,Thumbnail,485,Monthly,458,TX,261605.0,-979198.0,1577359436
housing/rent/apartment,1.0,1.0,Thumbnail,1275,Monthly,459,OR,455091.0,-1226449.0,1577014992
housing/rent/apartment,1.0,2.0,Thumbnail,1135,Monthly,459,MD,393191.0,-766126.0,1577358488
housing/rent/apartment,1.0,3.0,Thumbnail,700,Monthly,459,IA,420259.0,-936516.0,1577359312
housing/rent/apartment,1.0,2.0,Thumbnail,1695,Monthly,460,CT,413245.0,-729194.0,1577359971
housing/rent/apartment,1.0,1.0,Thumbnail,1469,Monthly,460,OR,440410.0,-1231254.0,1577358432
housing/rent/apartment,1.0,3.0,Thumbnail,1150,Monthly,460,WI,430531.0,-879659.0,1577360083
housing/rent/apartment,1.0,1.0,Thumbnail,840,Monthly,460,TX,303054.0,-977497.0,1577359479
housing/rent/apartment,1.0,1.0,Thumbnail,820,Monthly,460,CO,388562.0,-1047720.0,1577358634
housing/rent/apartment,1.0,0.0,Thumbnail,815,Monthly,460,Otros,611723.0,-1498414.0,1577359001
housing/rent/apartment,1.0,1.0,Yes,805,Monthly,460,CO,388862.0,-1047389.0,1568772495
housing/rent/apartment,1.0,2.0,Thumbnail,785,Monthly,460,CO,388562.0,-1047720.0,1577359190
housing/rent/apartment,1.0,1.0,Thumbnail,709,Monthly,460,IL,401145.0,-882723.0,1577358902
housing/rent/apartment,1.0,2.0,Thumbnail,705,Monthly,460,PA,412399.0,-758848.0,1577360063
housing/rent/apartment,1.0,1.0,Thumbnail,525,Monthly,460,ND,482469.0,-1013017.0,1577359855
housing/rent/apartment,1.0,2.0,Thumbnail,1125,Monthly,461,WA,474342.0,-1203202.0,1577358470
housing/rent/apartment,1.0,2.0,Thumbnail,1245,Monthly,462,Otros,407061.0,-1119048.0,1577358637
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,462,AZ,322264.0,-1109438.0,1577358746
housing/rent/apartment,1.0,1.0,Thumbnail,560,Monthly,463,AZ,322264.0,-1109438.0,1577358745
housing/rent/apartment,1.0,2.0,Thumbnail,1905,Monthly,464,IL,418625.0,-876825.0,1577360152
housing/rent/apartment,1.0,1.0,Thumbnail,890,Monthly,464,TX,303054.0,-977497.0,1577359810
housing/rent/apartment,1.0,2.0,Thumbnail,1510,Monthly,465,VA,387999.0,-771072.0,1577359233
housing/rent/apartment,1.0,1.0,Yes,1475,Monthly,465,CA,337610.0,-1181284.0,1568775983
housing/rent/apartment,1.0,2.0,Thumbnail,931,Monthly,465,GA,338694.0,-845196.0,1577358532
housing/rent/apartment,1.0,1.0,Thumbnail,840,Monthly,465,OH,391679.0,-844933.0,1577360191
housing/rent/apartment,1.0,2.0,Thumbnail,695,Monthly,465,AZ,335944.0,-1121837.0,1577017138
housing/rent/apartment,1.0,1.0,Thumbnail,560,Monthly,465,MO,397600.0,-948272.0,1576359227
housing/rent/apartment,1.0,1.0,Thumbnail,3095,Monthly,466,CA,377599.0,-1224379.0,1577015130
housing/rent/apartment,1.0,2.0,Thumbnail,1330,Monthly,467,MN,449855.0,-933023.0,1577015498
housing/rent/apartment,2.0,2.0,Thumbnail,689,Monthly,467,OH,410821.0,-815176.0,1568757923
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,468,TX,303054.0,-977497.0,1577359732
housing/rent/apartment,1.0,1.0,Thumbnail,1099,Monthly,468,Otros,429833.0,-714574.0,1568771659
housing/rent/apartment,1.0,1.0,Thumbnail,1040,Monthly,468,Otros,431689.0,-776289.0,1577359090
housing/rent/apartment,1.0,2.0,Thumbnail,885,Monthly,468,NE,412562.0,-960404.0,1577360100
housing/rent/apartment,1.0,1.0,Thumbnail,749,Monthly,468,IL,401145.0,-882723.0,1577359073
housing/rent/apartment,1.0,1.0,Thumbnail,740,Monthly,468,TX,277332.0,-974058.0,1577359020
housing/rent/apartment,1.0,1.0,Thumbnail,625,Monthly,468,IL,401171.0,-881889.0,1577358600
housing/rent/apartment,1.0,1.0,Thumbnail,1395,Monthly,469,OR,455091.0,-1226449.0,1577358675
housing/rent/apartment,1.0,1.0,Thumbnail,1210,Monthly,469,IL,418625.0,-876825.0,1577358327
housing/rent/apartment,1.0,0.0,Thumbnail,1100,Monthly,469,IN,404969.0,-869659.0,1577358858
housing/rent/apartment,1.0,1.0,Thumbnail,2000,Monthly,470,Otros,389118.0,-770132.0,1577358317
housing/rent/apartment,1.0,1.0,Thumbnail,1995,Monthly,470,CA,378726.0,-1222707.0,1577359868
housing/rent/apartment,1.0,2.0,Thumbnail,1755,Monthly,470,IL,418890.0,-876336.0,1577358593
housing/rent/apartment,1.0,1.0,Thumbnail,1625,Monthly,470,CA,340628.0,-1182754.0,1568758072
housing/rent/apartment,1.0,1.0,Thumbnail,1570,Monthly,470,Otros,389118.0,-770132.0,1577358749
housing/rent/apartment,1.0,1.0,Thumbnail,1475,Monthly,470,Otros,429833.0,-714574.0,1577359003
housing/rent/apartment,1.0,2.0,Thumbnail,1040,Monthly,470,IN,404969.0,-869659.0,1577358855
housing/rent/apartment,1.0,1.0,Thumbnail,1039,Monthly,470,MI,422711.0,-837450.0,1577358424
housing/rent/apartment,1.0,2.0,Thumbnail,1009,Monthly,470,IL,418625.0,-876825.0,1577015597
housing/rent/apartment,1.0,1.0,Thumbnail,999,Monthly,470,IN,404969.0,-869659.0,1577358848
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,470,Otros,611723.0,-1498414.0,1577359001
housing/rent/apartment,1.0,3.0,Thumbnail,550,Monthly,470,IN,391676.0,-865000.0,1577359046
housing/rent/apartment,1.0,1.0,Thumbnail,3195,Monthly,471,CA,377599.0,-1224379.0,1577014868
housing/rent/apartment,1.0,2.0,Thumbnail,1500,Monthly,471,IL,418625.0,-876825.0,1577017001
housing/rent/apartment,1.0,1.0,Thumbnail,3300,Monthly,472,CA,377599.0,-1224379.0,1577015088
housing/rent/apartment,1.0,1.0,Thumbnail,1206,Monthly,472,MD,391063.0,-771812.0,1577358554
housing/rent/apartment,1.0,2.0,Thumbnail,1165,Monthly,472,PA,404448.0,-799725.0,1577359360
housing/rent/apartment,1.0,1.0,Thumbnail,715,Monthly,472,TX,328780.0,-967511.0,1568755739
housing/rent/apartment,1.0,2.0,Thumbnail,1210,Monthly,473,CO,398999.0,-1049442.0,1568753719
housing/rent/apartment,1.0,1.0,Thumbnail,3395,Monthly,474,CA,377599.0,-1224379.0,1577015069
housing/rent/apartment,1.0,3.0,Thumbnail,960,Monthly,474,AZ,336047.0,-1122456.0,1577358412
housing/rent/apartment,1.0,3.0,Thumbnail,855,Monthly,474,FL,285964.0,-813237.0,1577359120
housing/rent/apartment,1.0,1.0,Thumbnail,1625,Monthly,475,CA,377904.0,-1222151.0,1577359213
housing/rent/apartment,1.0,1.0,Thumbnail,1350,Monthly,475,OR,455091.0,-1226449.0,1577014990
housing/rent/apartment,1.0,1.0,Thumbnail,1295,Monthly,475,CT,411908.0,-731965.0,1577359169
housing/rent/apartment,1.0,2.0,Thumbnail,1150,Monthly,475,OR,454102.0,-1227084.0,1577359995
housing/rent/apartment,1.0,0.0,Thumbnail,1125,Monthly,475,OR,455091.0,-1226449.0,1577360239
housing/rent/apartment,1.0,1.0,Thumbnail,1095,Monthly,475,FL,261343.0,-802330.0,1577359232
housing/rent/apartment,1.0,1.0,Thumbnail,1050,Monthly,475,GA,337848.0,-843922.0,1577360238
housing/rent/apartment,1.0,1.0,Thumbnail,940,Monthly,475,TX,302280.0,-977183.0,1577359888
housing/rent/apartment,1.0,2.0,Thumbnail,933,Monthly,475,TX,304433.0,-976282.0,1577359666
housing/rent/apartment,1.0,2.0,Thumbnail,901,Monthly,475,TX,304433.0,-976282.0,1577359719
housing/rent/apartment,1.0,2.0,Thumbnail,900,Monthly,475,IA,425286.0,-924509.0,1577358970
housing/rent/apartment,1.0,2.0,Thumbnail,847,Monthly,475,FL,274849.0,-825345.0,1568745265
housing/rent/apartment,1.0,1.0,Thumbnail,740,Monthly,475,OH,391679.0,-844933.0,1577014878
housing/rent/apartment,1.0,1.0,Thumbnail,721,Monthly,475,TX,299142.0,-939383.0,1577359006
housing/rent/apartment,1.0,1.0,Thumbnail,645,Monthly,475,TX,297714.0,-954343.0,1577358384
housing/rent/apartment,1.0,2.0,Thumbnail,1200,Monthly,476,TX,303054.0,-977497.0,1577359785
housing/rent/apartment,1.0,1.0,Thumbnail,845,Monthly,476,TX,328212.0,-967853.0,1577359299
housing/rent/apartment,1.0,1.0,Thumbnail,690,Monthly,476,PA,399591.0,-752725.0,1577015418
housing/rent/apartment,1.0,3.0,Thumbnail,1610,Monthly,477,IL,418871.0,-877901.0,1577359305
housing/rent/apartment,1.0,1.0,Thumbnail,1350,Monthly,477,OR,455091.0,-1226449.0,1577358676
housing/rent/apartment,1.0,1.0,Thumbnail,835,Monthly,477,TX,329012.0,-967916.0,1568755222
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,477,TX,329012.0,-967916.0,1568755286
housing/rent/apartment,1.0,1.0,Thumbnail,3095,Monthly,478,CA,377599.0,-1224379.0,1577015147
housing/rent/apartment,1.0,0.0,Thumbnail,1875,Monthly,478,CA,375444.0,-1219820.0,1577358543
housing/rent/apartment,1.0,2.0,Thumbnail,535,Monthly,478,NC,360723.0,-798196.0,1577360038
housing/rent/apartment,1.0,0.0,Thumbnail,1708,Monthly,479,MD,390004.0,-771051.0,1577305127
housing/rent/apartment,1.0,0.0,Thumbnail,1295,Monthly,479,OR,455091.0,-1226449.0,1577359958
housing/rent/apartment,1.0,2.0,Thumbnail,890,Monthly,479,WI,430133.0,-882374.0,1577358715
housing/rent/apartment,1.0,2.0,Thumbnail,829,Monthly,479,TX,303054.0,-977497.0,1577359818
housing/rent/apartment,1.0,1.0,Thumbnail,687,Monthly,479,TX,328212.0,-967853.0,1577359298
housing/rent/apartment,1.0,1.0,Thumbnail,495,Monthly,479,MN,479299.0,-970173.0,1577359932
housing/rent/apartment,1.0,0.0,Thumbnail,2650,Monthly,480,Otros,407457.0,-739814.0,1570566843
housing/rent/apartment,1.0,0.0,Thumbnail,1747,Monthly,480,Otros,389348.0,-770590.0,1577304907
housing/rent/apartment,1.0,2.0,Thumbnail,1102,Monthly,480,TX,303054.0,-977497.0,1577359679
housing/rent/apartment,1.0,1.0,Thumbnail,969,Monthly,480,TX,294624.0,-985253.0,1577358889
housing/rent/apartment,1.0,1.0,Thumbnail,858,Monthly,480,TX,303054.0,-977497.0,1577359811
housing/rent/apartment,1.0,1.0,Thumbnail,710,Monthly,480,AZ,335178.0,-1120848.0,1577360034
