category,bathrooms,bedrooms,has_photo,price,price_display,price_type,square_feet,cityname,latitude,longitude,time
housing/rent/apartment,1.0,1.0,Thumbnail,1825,1.825,Monthly,495,Hayward,376541.0,-1220735.0,1577015124
housing/rent/apartment,1.0,2.0,Thumbnail,1615,1.615,Monthly,495,Hanover,391649.0,-767156.0,1568776908
housing/rent/apartment,1.0,0.0,Yes,1495,1.495,Monthly,495,Long Beach,337815.0,-1181934.0,1568777464
housing/rent/apartment,1.0,2.0,Thumbnail,1467,1.467,Monthly,495,Austin,303054.0,-977497.0,1577016821
housing/rent/apartment,1.0,0.0,Thumbnail,980,980,Monthly,495,San Antonio,294624.0,-985253.0,1577358792
housing/rent/apartment,1.0,1.0,Thumbnail,929,929,Monthly,495,Austin,303054.0,-977497.0,1577359777
housing/rent/apartment,1.0,1.0,Thumbnail,888,888,Monthly,495,Austin,303054.0,-977497.0,1577359817
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,495,Austin,303054.0,-977497.0,1577016867
housing/rent/apartment,1.0,2.0,Thumbnail,1776,1.776,Monthly,496,Los Angeles,340372.0,-1182972.0,1577359357
housing/rent/apartment,1.0,2.0,Thumbnail,1540,1.54,Monthly,496,Wharton,409151.0,-746004.0,1568769745
housing/rent/apartment,1.0,2.0,Thumbnail,1375,1.375,Monthly,496,Minneapolis,449855.0,-933023.0,1577015732
housing/rent/apartment,1.0,2.0,Thumbnail,1325,1.325,Monthly,497,Austin,303054.0,-977497.0,1577359891
housing/rent/apartment,1.0,1.0,Thumbnail,1295,1.295,Monthly,497,Minneapolis,449855.0,-933023.0,1577360243
housing/rent/apartment,1.0,2.0,Thumbnail,1188,1.188,Monthly,497,Charlotte,352016.0,-808124.0,1577015443
housing/rent/apartment,1.0,1.0,Thumbnail,917,917,Monthly,497,Colorado Springs,388562.0,-1047720.0,1576791350
housing/rent/apartment,1.0,2.0,Thumbnail,1665,1.665,Monthly,498,Hanover,391649.0,-767156.0,1568777250
housing/rent/apartment,1.0,3.0,Thumbnail,1065,1.065,Monthly,498,Austin,303054.0,-977497.0,1577359837
housing/rent/apartment,1.0,2.0,Thumbnail,1631,1.631,Monthly,499,Long Beach,338056.0,-1181696.0,1577358769
housing/rent/apartment,1.0,2.0,Thumbnail,1310,1.31,Monthly,499,Portland,455091.0,-1226449.0,1577358681
housing/rent/apartment,1.0,2.0,Thumbnail,817,817,Monthly,499,Memphis,351211.0,-899517.0,1577359102
housing/rent/apartment,1.0,2.0,Thumbnail,799,799,Monthly,499,Madison,431225.0,-892936.0,1577015723
housing/rent/apartment,1.0,1.0,Thumbnail,2250,2.25,Monthly,500,Oakland,377904.0,-1222151.0,1577360001
housing/rent/apartment,1.0,1.0,Thumbnail,2160,2.16,Monthly,500,West Hollywood,340939.0,-1183801.0,1568760200
housing/rent/apartment,1.0,2.0,Thumbnail,1995,1.995,Monthly,500,Redondo Beach,338520.0,-1183759.0,1577360094
housing/rent/apartment,1.0,1.0,Thumbnail,1885,1.885,Monthly,500,Los Angeles,340372.0,-1182972.0,1575640803
housing/rent/apartment,1.0,1.0,Thumbnail,1850,1.85,Monthly,500,Baltimore,393191.0,-766126.0,1577015369
housing/rent/apartment,1.0,1.0,Thumbnail,1795,1.795,Monthly,500,Carlsbad,331201.0,-1172858.0,1577360068
housing/rent/apartment,1.0,2.0,Thumbnail,1700,1.7,Monthly,500,Washington,389348.0,-770590.0,1577305300
housing/rent/apartment,1.0,2.0,Thumbnail,1695,1.695,Monthly,500,San Leandro,377078.0,-1221435.0,1577360076
housing/rent/apartment,1.0,0.0,Thumbnail,1635,1.635,Monthly,500,New Rochelle,409180.0,-737837.0,1577015793
housing/rent/apartment,1.0,1.0,Thumbnail,1600,1.6,Monthly,500,Ridgewood,407029.0,-738797.0,1576792179
housing/rent/apartment,1.0,1.0,Thumbnail,1599,1.599,Monthly,500,Tampa,280076.0,-824792.0,1577358405
housing/rent/apartment,1.0,1.0,Thumbnail,1599,1.599,Monthly,500,San Diego,327876.0,-1171265.0,1577360082
housing/rent/apartment,1.0,2.0,Thumbnail,1595,1.595,Monthly,500,Brea,339299.0,-1178849.0,1577358691
housing/rent/apartment,1.0,1.0,Thumbnail,1585,1.585,Monthly,500,Brea,339299.0,-1178849.0,1577358692
housing/rent/apartment,1.0,1.0,Thumbnail,1495,1.495,Monthly,500,El Cajon,327994.0,-1169256.0,1577016187
housing/rent/apartment,1.0,2.0,Thumbnail,1410,1.41,Monthly,500,Fairfax,388488.0,-773296.0,1577358559
housing/rent/apartment,1.0,1.0,Thumbnail,1395,1.395,Monthly,500,Chicago,418625.0,-876825.0,1577359304
housing/rent/apartment,1.0,1.0,Thumbnail,1365,1.365,Monthly,500,Longmont,401620.0,-1051342.0,1577358607
housing/rent/apartment,1.0,1.0,Thumbnail,1365,1.365,Monthly,500,Kent,473851.0,-1221882.0,1577358502
housing/rent/apartment,1.0,0.0,Thumbnail,1350,1.35,Monthly,500,Tustin,337363.0,-1178131.0,1577359735
housing/rent/apartment,1.0,2.0,Thumbnail,1345,1.345,Monthly,500,Austin,303054.0,-977497.0,1577359689
housing/rent/apartment,1.0,1.0,Yes,1326,1.326,Monthly,500,Kent,473907.0,-1222626.0,1568774629
housing/rent/apartment,1.0,2.0,Thumbnail,1305,1.305,Monthly,500,Upland,341132.0,-1176615.0,1577358507
housing/rent/apartment,1.0,1.0,Thumbnail,1300,1.3,Monthly,500,Ashland,421583.0,-1226338.0,1577360202
housing/rent/apartment,1.0,2.0,Thumbnail,1300,1.3,Monthly,500,Saint Paul,449405.0,-931027.0,1576666268
housing/rent/apartment,1.0,1.0,Thumbnail,1295,1.295,Monthly,500,San Diego,327213.0,-1171626.0,1577271595
housing/rent/apartment,1.0,1.0,Thumbnail,1279,1.279,Monthly,500,Kent,473907.0,-1222626.0,1568774089
housing/rent/apartment,1.0,1.0,Thumbnail,1250,1.25,Monthly,500,Takoma Park,389920.0,-770056.0,1577015317
housing/rent/apartment,1.0,2.0,Thumbnail,1248,1.248,Monthly,500,Saint Paul,449405.0,-931027.0,1577015705
housing/rent/apartment,1.0,1.0,Thumbnail,1245,1.245,Monthly,500,Londonderry,428719.0,-713599.0,1577360258
housing/rent/apartment,1.0,1.0,Thumbnail,1209,1.209,Monthly,500,Eugene,440410.0,-1231254.0,1577358996
housing/rent/apartment,1.0,1.0,Thumbnail,1195,1.195,Monthly,500,Sacramento,385587.0,-1214320.0,1577360493
housing/rent/apartment,1.0,1.0,Thumbnail,1145,1.145,Monthly,500,Madison,430724.0,-894003.0,1577015722
housing/rent/apartment,1.0,1.0,Thumbnail,1119,1.119,Monthly,500,Orlando,285163.0,-813644.0,1577358540
housing/rent/apartment,1.0,1.0,Thumbnail,1050,1.05,Monthly,500,Portland,455091.0,-1226449.0,1577359748
housing/rent/apartment,1.0,2.0,Thumbnail,1025,1.025,Monthly,500,Greeley,404146.0,-1047321.0,1577358605
housing/rent/apartment,1.0,1.0,Thumbnail,999,999,Monthly,500,Orlando,285163.0,-813644.0,1577358399
housing/rent/apartment,1.0,1.0,Thumbnail,995,995,Monthly,500,Salt Lake City,407061.0,-1119048.0,1577360179
housing/rent/apartment,1.0,2.0,Thumbnail,989,989,Monthly,500,Austin,303054.0,-977497.0,1577359889
housing/rent/apartment,1.0,3.0,Thumbnail,956,956,Monthly,500,Minnetonka,449235.0,-934704.0,1577358703
housing/rent/apartment,1.0,1.0,Thumbnail,950,950,Monthly,500,Madison,430724.0,-894003.0,1577359333
housing/rent/apartment,1.0,1.0,Thumbnail,950,950,Monthly,500,San Marcos,298831.0,-979450.0,1577015016
housing/rent/apartment,1.0,1.0,Thumbnail,949,949,Monthly,500,Austin,303054.0,-977497.0,1577359814
housing/rent/apartment,1.0,1.0,Thumbnail,944,944,Monthly,500,Austin,303054.0,-977497.0,1577359646
housing/rent/apartment,1.0,2.0,Thumbnail,935,935,Monthly,500,Colorado Springs,388562.0,-1047720.0,1577358635
housing/rent/apartment,1.0,1.0,Thumbnail,925,925,Monthly,500,Salt Lake City,407061.0,-1119048.0,1577360042
housing/rent/apartment,1.0,1.0,Thumbnail,920,920,Monthly,500,Pittsburgh,404448.0,-799725.0,1577359617
housing/rent/apartment,1.0,2.0,Thumbnail,900,900,Monthly,500,Austin,303054.0,-977497.0,1577359816
housing/rent/apartment,1.0,0.0,Thumbnail,895,895,Monthly,500,Baltimore,393136.0,-766154.0,1576317915
housing/rent/apartment,1.0,1.0,Thumbnail,890,890,Monthly,500,Auburn,325975.0,-854777.0,1577358943
housing/rent/apartment,1.0,1.0,Thumbnail,875,875,Monthly,500,West Linn,453672.0,-1226496.0,1576015193
housing/rent/apartment,1.0,2.0,Thumbnail,849,849,Monthly,500,Ypsilanti,422368.0,-836103.0,1577358401
housing/rent/apartment,1.0,1.0,Thumbnail,840,840,Monthly,500,Lewisville,330653.0,-970251.0,1577015667
housing/rent/apartment,1.0,1.0,Thumbnail,835,835,Monthly,500,Austin,303054.0,-977497.0,1577359757
housing/rent/apartment,1.0,2.0,Thumbnail,829,829,Monthly,500,Sun Prairie,431921.0,-892195.0,1577359291
housing/rent/apartment,1.0,2.0,Thumbnail,820,820,Monthly,500,Altamonte Springs,286658.0,-813932.0,1577014900
housing/rent/apartment,1.0,1.0,Thumbnail,819,819,Monthly,500,Fort Worth,327407.0,-973394.0,1577358419
housing/rent/apartment,1.0,3.0,Thumbnail,800,800,Monthly,500,Greenville,356066.0,-773928.0,1577358989
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,500,Silverton,448956.0,-1225661.0,1577360277
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,500,Union City,335823.0,-845451.0,1576667759
housing/rent/apartment,1.0,1.0,Thumbnail,799,799,Monthly,500,Oklahoma City,354710.0,-975299.0,1577360301
housing/rent/apartment,1.0,1.0,Thumbnail,775,775,Monthly,500,Commerce,332572.0,-959291.0,1568767178
housing/rent/apartment,1.0,1.0,Thumbnail,760,760,Monthly,500,Dallas,326857.0,-966013.0,1568765063
housing/rent/apartment,1.0,1.0,Thumbnail,750,750,Monthly,500,East Lansing,427242.0,-844770.0,1577359434
housing/rent/apartment,1.0,1.0,Thumbnail,739,739,Monthly,500,Knoxville,359695.0,-839810.0,1577359158
housing/rent/apartment,1.0,1.0,Thumbnail,736,736,Monthly,500,Dallas,328212.0,-967853.0,1577359316
housing/rent/apartment,1.0,1.0,Thumbnail,729,729,Monthly,500,Dallas,328212.0,-967853.0,1577358575
housing/rent/apartment,1.0,1.0,Thumbnail,725,725,Monthly,500,Milwaukee,430531.0,-879659.0,1577358712
housing/rent/apartment,1.0,1.0,Yes,700,700,Monthly,500,Bennington,428770.0,-731898.0,1568774964
housing/rent/apartment,1.0,1.0,Thumbnail,695,695,Monthly,500,Grand Rapids,429497.0,-856417.0,1577359365
housing/rent/apartment,1.0,1.0,Thumbnail,660,660,Monthly,500,Lafayette,403613.0,-869005.0,1577358843
housing/rent/apartment,1.0,1.0,Thumbnail,650,650,Monthly,500,Dallas,328212.0,-967853.0,1577358576
housing/rent/apartment,1.0,1.0,Thumbnail,645,645,Monthly,500,Kansas City,390744.0,-945521.0,1577015055
housing/rent/apartment,1.0,1.0,Thumbnail,625,625,Monthly,500,Grand Forks,479179.0,-970658.0,1577360027
housing/rent/apartment,1.0,1.0,Thumbnail,615,615,Monthly,500,Lafayette,403613.0,-869005.0,1577358835
housing/rent/apartment,1.0,2.0,Thumbnail,615,615,Monthly,500,Champaign,401145.0,-882723.0,1577016095
housing/rent/apartment,1.0,2.0,Thumbnail,605,605,Monthly,500,Saint Louis,386274.0,-903040.0,1577015455
housing/rent/apartment,1.0,1.0,Thumbnail,600,600,Monthly,500,Cedar Falls,425286.0,-924509.0,1577358974
housing/rent/apartment,1.0,1.0,Thumbnail,599,599,Monthly,500,Maple Heights,414121.0,-815566.0,1568755665
housing/rent/apartment,1.0,1.0,No,575,575,Monthly,500,Farmington,367437.0,-1081896.0,1577305256
housing/rent/apartment,1.0,2.0,Thumbnail,565,565,Monthly,500,Lafayette,403613.0,-869005.0,1577358834
housing/rent/apartment,1.0,1.0,Thumbnail,560,560,Monthly,500,Houston,299473.0,-953949.0,1577015332
housing/rent/apartment,1.0,3.0,Thumbnail,555,555,Monthly,500,Springfield,371892.0,-932908.0,1577359027
housing/rent/apartment,1.0,1.0,Thumbnail,525,525,Monthly,500,West Lafayette,404969.0,-869659.0,1577358844
housing/rent/apartment,1.0,0.0,Thumbnail,510,510,Monthly,500,Lexington,380604.0,-844531.0,1577312841
housing/rent/apartment,1.0,1.0,Thumbnail,501,501,Monthly,500,Corsica,434248.0,-984049.0,1577360140
housing/rent/apartment,1.0,1.0,Thumbnail,495,495,Monthly,500,Minot,482469.0,-1013017.0,1577359923
housing/rent/apartment,1.0,2.0,Thumbnail,495,495,Monthly,500,Kansas City,390744.0,-945521.0,1577015050
housing/rent/apartment,2.0,1.0,Yes,475,475,Monthly,500,New Kensington,405755.0,-797224.0,1568777310
housing/rent/apartment,1.0,1.0,Thumbnail,365,365,Monthly,500,Mobile,306732.0,-881443.0,1576618635
housing/rent/apartment,1.0,2.0,Thumbnail,2501,2.501,Monthly,501,Boston,423280.0,-710710.0,1577358526
housing/rent/apartment,1.0,1.0,Thumbnail,1405,1.405,Monthly,501,Madison,430724.0,-894003.0,1576321716
housing/rent/apartment,1.0,1.0,Thumbnail,885,885,Monthly,501,Austin,303054.0,-977497.0,1577359738
housing/rent/apartment,1.0,1.0,Thumbnail,1275,1.275,Monthly,502,Portland,455091.0,-1226449.0,1577359185
housing/rent/apartment,1.0,3.0,Thumbnail,949,949,Monthly,502,Bloomington,391471.0,-865136.0,1577359050
housing/rent/apartment,1.0,2.0,Thumbnail,935,935,Monthly,502,Phoenix,335178.0,-1120848.0,1577358759
housing/rent/apartment,1.0,1.0,Thumbnail,625,625,Monthly,502,Lakewood,414814.0,-817930.0,1568750451
housing/rent/apartment,1.0,2.0,Thumbnail,2195,2.195,Monthly,503,Los Angeles,340372.0,-1182972.0,1577360385
housing/rent/apartment,1.0,0.0,Thumbnail,1675,1.675,Monthly,503,Washington,389118.0,-770132.0,1577359249
housing/rent/apartment,1.0,1.0,Thumbnail,841,841,Monthly,503,Austin,303054.0,-977497.0,1577359605
housing/rent/apartment,1.0,1.0,Thumbnail,2750,2.75,Monthly,504,Cambridge,423739.0,-711155.0,1577358335
housing/rent/apartment,2.0,3.0,Yes,1554,1.554,Monthly,504,Euless,328524.0,-970886.0,1568778262
housing/rent/apartment,1.0,1.0,Thumbnail,1260,1.26,Monthly,504,Springfield,387701.0,-772263.0,1577358553
housing/rent/apartment,1.0,1.0,Thumbnail,950,950,Monthly,504,Champaign,401145.0,-882723.0,1577358600
housing/rent/apartment,1.0,2.0,Thumbnail,889,889,Monthly,504,Denton,331993.0,-971268.0,1577016862
housing/rent/apartment,1.0,2.0,Thumbnail,795,795,Monthly,504,Greenville,348583.0,-823915.0,1577016992
housing/rent/apartment,1.0,1.0,Thumbnail,742,742,Monthly,504,Euless,328524.0,-970886.0,1568779068
housing/rent/apartment,1.0,1.0,Thumbnail,680,680,Monthly,504,Houston,297714.0,-954343.0,1577358282
housing/rent/apartment,1.0,1.0,Thumbnail,540,540,Monthly,504,Houston,297714.0,-954343.0,1577015331
housing/rent/apartment,1.0,0.0,Thumbnail,1934,1.934,Monthly,505,Bethesda,390004.0,-771051.0,1577305113
housing/rent/apartment,1.0,1.0,Thumbnail,1626,1.626,Monthly,505,Leonia,408627.0,-739870.0,1577359278
housing/rent/apartment,1.0,2.0,Thumbnail,1450,1.45,Monthly,505,Seattle,476160.0,-1223275.0,1577359348
housing/rent/apartment,1.0,1.0,Thumbnail,1375,1.375,Monthly,505,Clinton,424173.0,-716840.0,1577359168
housing/rent/apartment,1.0,2.0,Thumbnail,1138,1.138,Monthly,505,Austin,303054.0,-977497.0,1577359610
housing/rent/apartment,1.0,1.0,Thumbnail,1093,1.093,Monthly,505,Austin,303054.0,-977497.0,1577359611
housing/rent/apartment,1.0,0.0,Thumbnail,874,874,Monthly,505,San Antonio,294624.0,-985253.0,1577014917
housing/rent/apartment,1.0,1.0,Thumbnail,675,675,Monthly,505,Dallas,328212.0,-967853.0,1577015560
housing/rent/apartment,1.0,1.0,Yes,675,675,Monthly,505,San Antonio,294672.0,-985300.0,1576576695
housing/rent/apartment,1.0,1.0,Thumbnail,674,674,Monthly,505,Houston,297714.0,-954343.0,1577358384
housing/rent/apartment,1.0,1.0,Thumbnail,495,495,Monthly,505,Carbondale,377262.0,-892229.0,1577360113
housing/rent/apartment,1.0,2.0,Thumbnail,1630,1.63,Monthly,506,Nashville,361370.0,-867830.0,1577358464
housing/rent/apartment,1.0,2.0,Thumbnail,1095,1.095,Monthly,506,Seattle,476160.0,-1223275.0,1577359356
housing/rent/apartment,1.0,1.0,Thumbnail,855,855,Monthly,506,Austin,303054.0,-977497.0,1577359673
housing/rent/apartment,1.0,3.0,Thumbnail,1297,1.297,Monthly,507,Austin,303054.0,-977497.0,1577359479
housing/rent/apartment,1.0,1.0,Thumbnail,850,850,Monthly,507,Norwich,415506.0,-720272.0,1577358921
housing/rent/apartment,1.0,1.0,Thumbnail,822,822,Monthly,507,Lubbock,335859.0,-1018698.0,1577358922
housing/rent/apartment,1.0,1.0,Thumbnail,1350,1.35,Monthly,508,Portland,455091.0,-1226449.0,1577360278
housing/rent/apartment,1.0,1.0,Thumbnail,1299,1.299,Monthly,508,Austin,303054.0,-977497.0,1577359750
housing/rent/apartment,1.0,1.0,Thumbnail,1200,1.2,Monthly,508,Portland,455091.0,-1226449.0,1577359882
housing/rent/apartment,1.0,2.0,Thumbnail,1050,1.05,Monthly,508,Austin,303054.0,-977497.0,1577359706
housing/rent/apartment,1.0,2.0,Thumbnail,775,775,Monthly,508,Dallas,328212.0,-967853.0,1577015668
housing/rent/apartment,1.0,1.0,Thumbnail,973,973,Monthly,509,Orlando,285163.0,-813644.0,1577359121
housing/rent/apartment,1.0,1.0,Thumbnail,2050,2.05,Monthly,510,Seattle,476160.0,-1223275.0,1577360298
housing/rent/apartment,1.0,1.0,No,1640,1.64,Monthly,510,Bothell,477544.0,-1221932.0,1568769489
housing/rent/apartment,1.0,1.0,Thumbnail,1450,1.45,Monthly,510,Portland,455091.0,-1226449.0,1577358681
housing/rent/apartment,1.0,3.0,Yes,1443,1.443,Monthly,510,Lynnwood,478616.0,-1222729.0,1568782219
housing/rent/apartment,1.0,1.0,Thumbnail,1246,1.246,Monthly,510,North Miami,258886.0,-801902.0,1577358548
housing/rent/apartment,1.0,1.0,Thumbnail,1239,1.239,Monthly,510,Orlando,285163.0,-813644.0,1577358300
housing/rent/apartment,1.0,3.0,Thumbnail,1225,1.225,Monthly,510,Madison,430724.0,-894003.0,1577015722
housing/rent/apartment,1.0,1.0,Thumbnail,1125,1.125,Monthly,510,Milwaukee,430531.0,-879659.0,1577358712
housing/rent/apartment,1.0,1.0,Thumbnail,1050,1.05,Monthly,510,Lincoln,408062.0,-966778.0,1577017145
housing/rent/apartment,1.0,1.0,Thumbnail,1002,1.002,Monthly,510,New London,413498.0,-721062.0,1568780720
housing/rent/apartment,1.0,3.0,Thumbnail,839,839,Monthly,510,Orlando,285163.0,-813644.0,1577014896
housing/rent/apartment,1.0,1.0,Thumbnail,770,770,Monthly,510,San Antonio,294624.0,-985253.0,1577358673
housing/rent/apartment,1.0,1.0,Thumbnail,602,602,Monthly,510,Tyler,322750.0,-953017.0,1568769793
housing/rent/apartment,1.0,1.0,Thumbnail,600,600,Monthly,510,Houston,297714.0,-954343.0,1577358384
housing/rent/apartment,1.0,1.0,Thumbnail,577,577,Monthly,510,Tyler,322750.0,-953017.0,1568770104
housing/rent/apartment,1.0,1.0,Yes,577,577,Monthly,510,Tyler,322750.0,-953017.0,1568770097
housing/rent/apartment,1.0,3.0,Thumbnail,565,565,Monthly,510,Springfield,371892.0,-932908.0,1577359027
housing/rent/apartment,1.0,2.0,Thumbnail,1755,1.755,Monthly,511,East Orange,407647.0,-742119.0,1568744683
housing/rent/apartment,1.0,3.0,Thumbnail,1707,1.707,Monthly,511,Chicago,419138.0,-876339.0,1577358296
housing/rent/apartment,1.0,1.0,Thumbnail,720,720,Monthly,511,Champaign,401145.0,-882723.0,1577358765
housing/rent/apartment,1.0,1.0,Thumbnail,1350,1.35,Monthly,512,Minneapolis,449855.0,-933023.0,1577017045
housing/rent/apartment,1.0,2.0,Thumbnail,1050,1.05,Monthly,512,Bellingham,487871.0,-1224437.0,1577360095
housing/rent/apartment,1.0,1.0,Thumbnail,994,994,Monthly,512,Baton Rouge,304415.0,-911012.0,1577359152
housing/rent/apartment,1.0,1.0,Thumbnail,994,994,Monthly,512,Austin,303054.0,-977497.0,1577359832
housing/rent/apartment,1.0,1.0,Thumbnail,902,902,Monthly,512,Austin,303054.0,-977497.0,1577017086
housing/rent/apartment,1.0,1.0,Thumbnail,840,840,Monthly,512,Bloomington,391471.0,-865136.0,1577359052
housing/rent/apartment,1.0,1.0,Thumbnail,755,755,Monthly,512,Pittsburgh,404448.0,-799725.0,1577015778
housing/rent/apartment,1.0,1.0,Thumbnail,1799,1.799,Monthly,513,Washington,389118.0,-770132.0,1577359644
housing/rent/apartment,1.0,1.0,Thumbnail,1575,1.575,Monthly,513,San Luis Obispo,352703.0,-1206813.0,1575978386
housing/rent/apartment,1.0,2.0,Thumbnail,850,850,Monthly,513,Austin,303054.0,-977497.0,1577359627
housing/rent/apartment,1.0,2.0,Thumbnail,1850,1.85,Monthly,514,Chicago,418625.0,-876825.0,1577359349
housing/rent/apartment,1.0,0.0,Thumbnail,1799,1.799,Monthly,514,San Diego,327876.0,-1171265.0,1577359423
housing/rent/apartment,1.0,1.0,Thumbnail,1745,1.745,Monthly,514,Milford,412318.0,-730586.0,1577359972
housing/rent/apartment,1.0,1.0,Yes,1375,1.375,Monthly,514,Hackensack,408876.0,-740499.0,1568782512
housing/rent/apartment,1.0,3.0,Thumbnail,1300,1.3,Monthly,514,Lawrence,427039.0,-711648.0,1577015152
housing/rent/apartment,1.0,1.0,Thumbnail,1009,1.009,Monthly,514,Austin,303054.0,-977497.0,1577359754
housing/rent/apartment,1.0,2.0,Thumbnail,1900,1.9,Monthly,515,Chicago,418625.0,-876825.0,1577359349
housing/rent/apartment,1.0,2.0,No,1680,1.68,Monthly,515,Kearny,407623.0,-741232.0,1568767495
housing/rent/apartment,1.0,2.0,Yes,1305,1.305,Monthly,515,Baltimore,392946.0,-766235.0,1568782327
housing/rent/apartment,1.0,3.0,Thumbnail,1190,1.19,Monthly,515,Pawtucket,418752.0,-713787.0,1577014827
housing/rent/apartment,1.0,1.0,Thumbnail,1155,1.155,Monthly,515,Chicago,418625.0,-876825.0,1576666438
housing/rent/apartment,1.0,2.0,Thumbnail,1120,1.12,Monthly,515,Bloomington,391471.0,-865136.0,1577359053
housing/rent/apartment,1.0,2.0,Thumbnail,1000,1,Monthly,515,Brighton,399608.0,-1048195.0,1577359948
housing/rent/apartment,1.0,1.0,Thumbnail,820,820,Monthly,515,Dallas,329012.0,-967916.0,1568755092
housing/rent/apartment,1.0,1.0,Thumbnail,725,725,Monthly,515,Omaha,412562.0,-960404.0,1577359875
housing/rent/apartment,1.0,1.0,Thumbnail,694,694,Monthly,515,Houston,297714.0,-954343.0,1577015334
housing/rent/apartment,1.0,3.0,Thumbnail,555,555,Monthly,515,Springfield,371892.0,-932908.0,1577359023
housing/rent/apartment,1.0,3.0,Thumbnail,550,550,Monthly,515,Springfield,371892.0,-932908.0,1577359031
housing/rent/apartment,1.0,3.0,Thumbnail,545,545,Monthly,515,Springfield,371892.0,-932908.0,1577358625
housing/rent/apartment,1.0,3.0,Thumbnail,1374,1.374,Monthly,516,Austin,303054.0,-977497.0,1577359467
housing/rent/apartment,1.0,1.0,Thumbnail,1130,1.13,Monthly,516,Austin,303054.0,-977497.0,1577359894
housing/rent/apartment,1.0,3.0,Thumbnail,1000,1,Monthly,516,Austin,303054.0,-977497.0,1577017086
housing/rent/apartment,1.0,1.0,Thumbnail,974,974,Monthly,516,Austin,303315.0,-976645.0,1577359897
housing/rent/apartment,1.0,2.0,Thumbnail,970,970,Monthly,516,Walla Walla,460618.0,-1183282.0,1577359361
housing/rent/apartment,1.0,3.0,Thumbnail,1352,1.352,Monthly,517,Lone Tree,395463.0,-1048968.0,1577358483
housing/rent/apartment,1.0,1.0,Thumbnail,1250,1.25,Monthly,517,Chicago,418625.0,-876825.0,1577359513
housing/rent/apartment,1.0,2.0,Thumbnail,949,949,Monthly,517,Orlando,285163.0,-813644.0,1577358534
housing/rent/apartment,1.0,1.0,Thumbnail,896,896,Monthly,517,San Antonio,294624.0,-985253.0,1577358324
housing/rent/apartment,1.0,2.0,Thumbnail,1609,1.609,Monthly,518,Austin,303054.0,-977497.0,1577359805
housing/rent/apartment,1.0,2.0,Thumbnail,1600,1.6,Monthly,518,Austin,303054.0,-977497.0,1577359699
housing/rent/apartment,1.0,1.0,Thumbnail,1305,1.305,Monthly,518,Everett,479338.0,-1222052.0,1577358505
housing/rent/apartment,1.0,1.0,Thumbnail,1060,1.06,Monthly,518,Dallas,328261.0,-967472.0,1568750634
housing/rent/apartment,1.0,1.0,Thumbnail,909,909,Monthly,518,Austin,303054.0,-977497.0,1577359657
housing/rent/apartment,1.0,1.0,Thumbnail,905,905,Monthly,518,Austin,303054.0,-977497.0,1577359862
housing/rent/apartment,1.0,1.0,Thumbnail,850,850,Monthly,518,Austin,303054.0,-977497.0,1577359736
housing/rent/apartment,1.0,1.0,Thumbnail,849,849,Monthly,518,San Antonio,294624.0,-985253.0,1577360366
housing/rent/apartment,1.0,1.0,Thumbnail,599,599,Monthly,518,Arlington,327025.0,-971196.0,1577359308
housing/rent/apartment,1.0,1.0,Thumbnail,2749,2.749,Monthly,519,Washington,389118.0,-770132.0,1577358463
housing/rent/apartment,1.0,1.0,Thumbnail,1099,1.099,Monthly,519,West Lafayette,404969.0,-869659.0,1577358852
housing/rent/apartment,1.0,2.0,Thumbnail,1009,1.009,Monthly,519,Orlando,285163.0,-813644.0,1577358398
housing/rent/apartment,1.0,1.0,Thumbnail,991,991,Monthly,519,Smyrna,338614.0,-845382.0,1568782674
housing/rent/apartment,1.0,1.0,Thumbnail,570,570,Monthly,519,Houston,297714.0,-954343.0,1577359253
housing/rent/apartment,1.0,2.0,Thumbnail,565,565,Monthly,519,Houston,297714.0,-954343.0,1577358805
housing/rent/apartment,1.0,0.0,Thumbnail,1772,1.772,Monthly,520,Washington,389348.0,-770590.0,1577305218
housing/rent/apartment,1.0,1.0,Yes,1625,1.625,Monthly,520,Pasadena,341520.0,-1180876.0,1568782389
housing/rent/apartment,1.0,2.0,Thumbnail,1458,1.458,Monthly,520,Denver,397360.0,-1049819.0,1577359190
housing/rent/apartment,1.0,1.0,Thumbnail,1400,1.4,Monthly,520,Orange,338000.0,-1178367.0,1577359305
housing/rent/apartment,1.0,2.0,Thumbnail,1400,1.4,Monthly,520,Saint Paul,449405.0,-931027.0,1577015705
housing/rent/apartment,1.0,1.0,Thumbnail,920,920,Monthly,520,Round Rock,305118.0,-976873.0,1577359804
housing/rent/apartment,1.0,1.0,Thumbnail,880,880,Monthly,520,Colorado Springs,388562.0,-1047720.0,1577360133
housing/rent/apartment,1.0,1.0,Thumbnail,850,850,Monthly,520,Austin,303054.0,-977497.0,1577359667
housing/rent/apartment,1.0,1.0,Thumbnail,845,845,Monthly,520,Milwaukee,430531.0,-879659.0,1577015680
housing/rent/apartment,1.0,1.0,Thumbnail,830,830,Monthly,520,Austin,303054.0,-977497.0,1577359837
housing/rent/apartment,1.0,1.0,Thumbnail,825,825,Monthly,520,Ellensburg,470012.0,-1205424.0,1577017175
